Parti, Kandidat, Spørgsmål, Svar
F, Michael Egelund Andersen, 25, 4
F, Joan Kragh, 1, 4
F, Joan Kragh, 2, 1
F, Joan Kragh, 3, 4
F, Joan Kragh, 4, 4
F, Joan Kragh, 5, 4
F, Joan Kragh, 6, 4
F, Joan Kragh, 7, 2
F, Joan Kragh, 8, 4
F, Joan Kragh, 9, 1
F, Joan Kragh, 10, 2
F, Joan Kragh, 11, 4
F, Joan Kragh, 12, 4
F, Joan Kragh, 13, 3
F, Joan Kragh, 14, 1
F, Joan Kragh, 15, 2
F, Joan Kragh, 16, 4
F, Joan Kragh, 17, 4
F, Joan Kragh, 18, 2
F, Joan Kragh, 19, 3
F, Joan Kragh, 20, 4
F, Joan Kragh, 21, 4
F, Joan Kragh, 22, 4
F, Joan Kragh, 23, 3
F, Joan Kragh, 24, 3
F, Joan Kragh, 25, 4
F, Thue Grum-Schwensen, 1, 4
F, Thue Grum-Schwensen, 2, 2
F, Thue Grum-Schwensen, 3, 3
F, Thue Grum-Schwensen, 4, 4
F, Thue Grum-Schwensen, 5, 3
F, Thue Grum-Schwensen, 6, 3
F, Thue Grum-Schwensen, 7, 2
F, Thue Grum-Schwensen, 8, 4
F, Thue Grum-Schwensen, 9, 1
F, Thue Grum-Schwensen, 10, 2
F, Thue Grum-Schwensen, 11, 3
F, Thue Grum-Schwensen, 12, 3
F, Thue Grum-Schwensen, 13, 3
F, Thue Grum-Schwensen, 14, 2
F, Thue Grum-Schwensen, 15, 3
F, Thue Grum-Schwensen, 16, 4
F, Thue Grum-Schwensen, 17, 4
F, Thue Grum-Schwensen, 18, 2
F, Thue Grum-Schwensen, 19, 3
F, Thue Grum-Schwensen, 20, 4
F, Thue Grum-Schwensen, 21, 4
F, Thue Grum-Schwensen, 22, 4
F, Thue Grum-Schwensen, 23, 3
F, Thue Grum-Schwensen, 24, 3
F, Thue Grum-Schwensen, 25, 4
F, Mads Hvid, 1, 4
F, Mads Hvid, 2, 1
F, Mads Hvid, 3, 4
F, Mads Hvid, 4, 3
F, Mads Hvid, 5, 4
F, Mads Hvid, 6, 4
F, Mads Hvid, 7, 2
F, Mads Hvid, 8, 4
F, Mads Hvid, 9, 1
F, Mads Hvid, 10, 2
F, Mads Hvid, 11, 3
F, Mads Hvid, 12, 4
F, Mads Hvid, 13, 3
F, Mads Hvid, 14, 2
F, Mads Hvid, 15, 4
F, Mads Hvid, 16, 4
F, Mads Hvid, 17, 4
F, Mads Hvid, 18, 2
F, Mads Hvid, 19, 3
F, Mads Hvid, 20, 4
F, Mads Hvid, 21, 4
F, Mads Hvid, 22, 4
F, Mads Hvid, 23, 3
F, Mads Hvid, 24, 3
F, Mads Hvid, 25, 4
F, John Brandt, 1, 4
F, John Brandt, 2, 1
F, John Brandt, 3, 3
F, John Brandt, 4, 4
F, John Brandt, 5, 3
F, John Brandt, 6, 3
F, John Brandt, 7, 1
F, John Brandt, 8, 4
F, John Brandt, 9, 1
F, John Brandt, 10, 2
F, John Brandt, 11, 3
F, John Brandt, 12, 4
F, John Brandt, 13, 2
F, John Brandt, 14, 1
F, John Brandt, 15, 2
F, John Brandt, 16, 4
F, John Brandt, 17, 3
F, John Brandt, 18, 1
F, John Brandt, 19, 1
F, John Brandt, 20, 3
F, John Brandt, 21, 4
F, John Brandt, 22, 4
F, John Brandt, 23, 3
F, John Brandt, 24, 1
F, John Brandt, 25, 4
F, Anders Bøge, 1, 4
F, Anders Bøge, 2, 1
F, Anders Bøge, 3, 3
F, Anders Bøge, 4, 4
F, Anders Bøge, 5, 4
F, Anders Bøge, 6, 3
F, Anders Bøge, 7, 1
F, Anders Bøge, 8, 4
F, Anders Bøge, 9, 1
F, Anders Bøge, 10, 2
F, Anders Bøge, 11, 2
F, Anders Bøge, 12, 2
F, Anders Bøge, 13, 1
F, Anders Bøge, 14, 2
F, Anders Bøge, 15, 3
F, Anders Bøge, 16, 2
F, Anders Bøge, 17, 4
F, Anders Bøge, 18, 3
F, Anders Bøge, 19, 2
F, Anders Bøge, 20, 4
F, Anders Bøge, 21, 4
F, Anders Bøge, 22, 4
F, Anders Bøge, 23, 1
F, Anders Bøge, 24, 2
F, Anders Bøge, 25, 4
F, Pia Lieberknecht, 1, 4
F, Pia Lieberknecht, 2, 1
F, Pia Lieberknecht, 3, 3
F, Pia Lieberknecht, 4, 4
F, Pia Lieberknecht, 5, 4
F, Pia Lieberknecht, 6, 3
F, Pia Lieberknecht, 7, 1
F, Pia Lieberknecht, 8, 4
F, Pia Lieberknecht, 9, 1
F, Pia Lieberknecht, 10, 2
F, Pia Lieberknecht, 11, 3
F, Pia Lieberknecht, 12, 4
F, Pia Lieberknecht, 13, 3
F, Pia Lieberknecht, 14, 1
F, Pia Lieberknecht, 15, 3
F, Pia Lieberknecht, 16, 4
F, Pia Lieberknecht, 17, 4
F, Pia Lieberknecht, 18, 2
F, Pia Lieberknecht, 19, 3
F, Pia Lieberknecht, 20, 4
F, Pia Lieberknecht, 21, 4
F, Pia Lieberknecht, 22, 4
F, Pia Lieberknecht, 23, 3
F, Pia Lieberknecht, 24, 3
F, Pia Lieberknecht, 25, 4
F, Emil Njor, 1, 4
F, Emil Njor, 2, 1
F, Emil Njor, 3, 3
F, Emil Njor, 4, 4
F, Emil Njor, 5, 4
F, Emil Njor, 6, 3
F, Emil Njor, 7, 2
F, Emil Njor, 8, 4
F, Emil Njor, 9, 1
F, Emil Njor, 10, 2
F, Emil Njor, 11, 3
F, Emil Njor, 12, 4
F, Emil Njor, 13, 3
F, Emil Njor, 14, 1
F, Emil Njor, 15, 3
F, Emil Njor, 16, 4
F, Emil Njor, 17, 4
F, Emil Njor, 18, 2
F, Emil Njor, 19, 3
F, Emil Njor, 20, 4
F, Emil Njor, 21, 4
F, Emil Njor, 22, 4
F, Emil Njor, 23, 3
F, Emil Njor, 24, 2
F, Emil Njor, 25, 4
F, Elias Julius Binggeli, 1, 4
F, Elias Julius Binggeli, 2, 1
F, Elias Julius Binggeli, 3, 3
F, Elias Julius Binggeli, 4, 4
F, Elias Julius Binggeli, 5, 4
F, Elias Julius Binggeli, 6, 3
F, Elias Julius Binggeli, 7, 2
F, Elias Julius Binggeli, 8, 4
F, Elias Julius Binggeli, 9, 1
F, Elias Julius Binggeli, 10, 2
F, Elias Julius Binggeli, 11, 3
F, Elias Julius Binggeli, 12, 4
F, Elias Julius Binggeli, 13, 3
F, Elias Julius Binggeli, 14, 1
F, Elias Julius Binggeli, 15, 3
F, Elias Julius Binggeli, 16, 4
F, Elias Julius Binggeli, 17, 4
F, Elias Julius Binggeli, 18, 1
F, Elias Julius Binggeli, 19, 3
F, Elias Julius Binggeli, 20, 4
F, Elias Julius Binggeli, 21, 4
F, Elias Julius Binggeli, 22, 4
F, Elias Julius Binggeli, 23, 3
F, Elias Julius Binggeli, 24, 3
F, Elias Julius Binggeli, 25, 4
F, Kim Elmose, 1, 4
F, Kim Elmose, 2, 1
F, Kim Elmose, 3, 3
F, Kim Elmose, 4, 4
F, Kim Elmose, 5, 4
F, Kim Elmose, 6, 3
F, Kim Elmose, 7, 1
F, Kim Elmose, 8, 4
F, Kim Elmose, 9, 1
F, Kim Elmose, 10, 2
F, Kim Elmose, 11, 3
F, Kim Elmose, 12, 4
F, Kim Elmose, 13, 1
F, Kim Elmose, 14, 1
F, Kim Elmose, 15, 2
F, Kim Elmose, 16, 4
F, Kim Elmose, 17, 4
F, Kim Elmose, 18, 1
F, Kim Elmose, 19, 2
F, Kim Elmose, 20, 4
F, Kim Elmose, 21, 4
F, Kim Elmose, 22, 4
F, Kim Elmose, 23, 4
F, Kim Elmose, 24, 3
F, Kim Elmose, 25, 4
F, Allan Søgaard-Andersen, 1, 4
F, Allan Søgaard-Andersen, 2, 1
F, Allan Søgaard-Andersen, 3, 3
F, Allan Søgaard-Andersen, 4, 4
F, Allan Søgaard-Andersen, 5, 2
F, Allan Søgaard-Andersen, 6, 4
F, Allan Søgaard-Andersen, 7, 1
F, Allan Søgaard-Andersen, 8, 4
F, Allan Søgaard-Andersen, 9, 1
F, Allan Søgaard-Andersen, 10, 2
F, Allan Søgaard-Andersen, 11, 2
F, Allan Søgaard-Andersen, 12, 1
F, Allan Søgaard-Andersen, 13, 1
F, Allan Søgaard-Andersen, 14, 1
F, Allan Søgaard-Andersen, 15, 3
F, Allan Søgaard-Andersen, 16, 4
F, Allan Søgaard-Andersen, 17, 4
F, Allan Søgaard-Andersen, 18, 2
F, Allan Søgaard-Andersen, 19, 1
F, Allan Søgaard-Andersen, 20, 3
F, Allan Søgaard-Andersen, 21, 4
F, Allan Søgaard-Andersen, 22, 3
F, Allan Søgaard-Andersen, 23, 3
F, Allan Søgaard-Andersen, 24, 3
F, Allan Søgaard-Andersen, 25, 4
I, Henrik Dahl, 1, 4
I, Henrik Dahl, 2, 2
I, Henrik Dahl, 3, 3
I, Henrik Dahl, 4, 4
I, Henrik Dahl, 5, 3
I, Henrik Dahl, 6, 4
I, Henrik Dahl, 7, 4
I, Henrik Dahl, 8, 2
I, Henrik Dahl, 9, 1
I, Henrik Dahl, 10, 4
I, Henrik Dahl, 11, 4
I, Henrik Dahl, 12, 4
I, Henrik Dahl, 13, 3
I, Henrik Dahl, 14, 1
I, Henrik Dahl, 15, 4
I, Henrik Dahl, 16, 1
I, Henrik Dahl, 17, 3
I, Henrik Dahl, 18, 2
I, Henrik Dahl, 19, 4
I, Henrik Dahl, 20, 1
I, Henrik Dahl, 21, 4
I, Henrik Dahl, 22, 2
I, Henrik Dahl, 23, 1
I, Henrik Dahl, 24, 2
I, Henrik Dahl, 25, 1
I, Mads Strange, 1, 4
I, Mads Strange, 2, 1
I, Mads Strange, 3, 3
I, Mads Strange, 4, 4
I, Mads Strange, 5, 3
I, Mads Strange, 6, 3
I, Mads Strange, 7, 4
I, Mads Strange, 8, 2
I, Mads Strange, 9, 1
I, Mads Strange, 10, 3
I, Mads Strange, 11, 3
I, Mads Strange, 12, 4
I, Mads Strange, 13, 3
I, Mads Strange, 14, 2
I, Mads Strange, 15, 4
I, Mads Strange, 16, 2
I, Mads Strange, 17, 2
I, Mads Strange, 18, 2
I, Mads Strange, 19, 4
I, Mads Strange, 20, 1
I, Mads Strange, 21, 4
I, Mads Strange, 22, 3
I, Mads Strange, 23, 1
I, Mads Strange, 24, 2
I, Mads Strange, 25, 2
I, Thorbjørn Jacobsen, 1, 4
I, Thorbjørn Jacobsen, 2, 1
I, Thorbjørn Jacobsen, 3, 3
I, Thorbjørn Jacobsen, 4, 4
I, Thorbjørn Jacobsen, 5, 4
I, Thorbjørn Jacobsen, 6, 3
I, Thorbjørn Jacobsen, 7, 4
I, Thorbjørn Jacobsen, 8, 1
I, Thorbjørn Jacobsen, 9, 2
I, Thorbjørn Jacobsen, 10, 3
I, Thorbjørn Jacobsen, 11, 3
I, Thorbjørn Jacobsen, 12, 4
I, Thorbjørn Jacobsen, 13, 3
I, Thorbjørn Jacobsen, 14, 1
I, Thorbjørn Jacobsen, 15, 3
I, Thorbjørn Jacobsen, 16, 2
I, Thorbjørn Jacobsen, 17, 3
I, Thorbjørn Jacobsen, 18, 2
I, Thorbjørn Jacobsen, 19, 4
I, Thorbjørn Jacobsen, 20, 1
I, Thorbjørn Jacobsen, 21, 4
I, Thorbjørn Jacobsen, 22, 3
I, Thorbjørn Jacobsen, 23, 1
I, Thorbjørn Jacobsen, 24, 2
I, Thorbjørn Jacobsen, 25, 2
I, Carsten Normann, 1, 4
I, Carsten Normann, 2, 1
I, Carsten Normann, 3, 3
I, Carsten Normann, 4, 4
I, Carsten Normann, 5, 4
I, Carsten Normann, 6, 4
I, Carsten Normann, 7, 4
I, Carsten Normann, 8, 2
I, Carsten Normann, 9, 2
I, Carsten Normann, 10, 3
I, Carsten Normann, 11, 4
I, Carsten Normann, 12, 4
I, Carsten Normann, 13, 3
I, Carsten Normann, 14, 2
I, Carsten Normann, 15, 4
I, Carsten Normann, 16, 1
I, Carsten Normann, 17, 3
I, Carsten Normann, 18, 2
I, Carsten Normann, 19, 4
I, Carsten Normann, 20, 1
I, Carsten Normann, 21, 4
I, Carsten Normann, 22, 3
I, Carsten Normann, 23, 1
I, Carsten Normann, 24, 2
I, Carsten Normann, 25, 3
I, Helle Jensen, 1, 4
I, Helle Jensen, 2, 1
I, Helle Jensen, 3, 3
I, Helle Jensen, 4, 4
I, Helle Jensen, 5, 4
I, Helle Jensen, 6, 4
I, Helle Jensen, 7, 4
I, Helle Jensen, 8, 1
I, Helle Jensen, 9, 1
I, Helle Jensen, 10, 4
I, Helle Jensen, 11, 4
I, Helle Jensen, 12, 4
I, Helle Jensen, 13, 3
I, Helle Jensen, 14, 1
I, Helle Jensen, 15, 4
I, Helle Jensen, 16, 1
I, Helle Jensen, 17, 3
I, Helle Jensen, 18, 2
I, Helle Jensen, 19, 4
I, Helle Jensen, 20, 1
I, Helle Jensen, 21, 4
I, Helle Jensen, 22, 3
I, Helle Jensen, 23, 1
I, Helle Jensen, 24, 1
I, Helle Jensen, 25, 2
I, Martin Sibast Laugesen, 1, 4
I, Martin Sibast Laugesen, 2, 1
I, Martin Sibast Laugesen, 3, 3
I, Martin Sibast Laugesen, 4, 4
I, Martin Sibast Laugesen, 5, 3
I, Martin Sibast Laugesen, 6, 4
I, Martin Sibast Laugesen, 7, 4
I, Martin Sibast Laugesen, 8, 2
I, Martin Sibast Laugesen, 9, 2
I, Martin Sibast Laugesen, 10, 4
I, Martin Sibast Laugesen, 11, 2
I, Martin Sibast Laugesen, 12, 4
I, Martin Sibast Laugesen, 13, 3
I, Martin Sibast Laugesen, 14, 1
I, Martin Sibast Laugesen, 15, 3
I, Martin Sibast Laugesen, 16, 1
I, Martin Sibast Laugesen, 17, 3
I, Martin Sibast Laugesen, 18, 4
I, Martin Sibast Laugesen, 19, 4
I, Martin Sibast Laugesen, 20, 1
I, Martin Sibast Laugesen, 21, 4
I, Martin Sibast Laugesen, 22, 2
I, Martin Sibast Laugesen, 23, 1
I, Martin Sibast Laugesen, 24, 2
I, Martin Sibast Laugesen, 25, 1
I, Nikolaj Steffenauer, 1, 4
I, Nikolaj Steffenauer, 2, 1
I, Nikolaj Steffenauer, 3, 3
I, Nikolaj Steffenauer, 4, 4
I, Nikolaj Steffenauer, 5, 3
I, Nikolaj Steffenauer, 6, 4
I, Nikolaj Steffenauer, 7, 4
I, Nikolaj Steffenauer, 8, 1
I, Nikolaj Steffenauer, 9, 2
I, Nikolaj Steffenauer, 10, 3
I, Nikolaj Steffenauer, 11, 4
I, Nikolaj Steffenauer, 12, 4
I, Nikolaj Steffenauer, 13, 4
I, Nikolaj Steffenauer, 14, 1
I, Nikolaj Steffenauer, 15, 3
I, Nikolaj Steffenauer, 16, 1
I, Nikolaj Steffenauer, 17, 3
I, Nikolaj Steffenauer, 18, 3
I, Nikolaj Steffenauer, 19, 4
I, Nikolaj Steffenauer, 20, 1
I, Nikolaj Steffenauer, 21, 4
I, Nikolaj Steffenauer, 22, 3
I, Nikolaj Steffenauer, 23, 1
I, Nikolaj Steffenauer, 24, 1
I, Nikolaj Steffenauer, 25, 2
I, Danny Malkowski, 1, 4
I, Danny Malkowski, 2, 1
I, Danny Malkowski, 3, 3
I, Danny Malkowski, 4, 4
I, Danny Malkowski, 5, 4
I, Danny Malkowski, 6, 3
I, Danny Malkowski, 7, 4
I, Danny Malkowski, 8, 1
I, Danny Malkowski, 9, 1
I, Danny Malkowski, 10, 4
I, Danny Malkowski, 11, 4
I, Danny Malkowski, 12, 4
I, Danny Malkowski, 13, 4
I, Danny Malkowski, 14, 1
I, Danny Malkowski, 15, 4
I, Danny Malkowski, 16, 1
I, Danny Malkowski, 17, 3
I, Danny Malkowski, 18, 2
I, Danny Malkowski, 19, 4
I, Danny Malkowski, 20, 1
I, Danny Malkowski, 21, 4
I, Danny Malkowski, 22, 3
I, Danny Malkowski, 23, 1
I, Danny Malkowski, 24, 2
I, Danny Malkowski, 25, 2
I, Lars Høyer Holmqvist, 1, 4
I, Lars Høyer Holmqvist, 2, 1
I, Lars Høyer Holmqvist, 3, 3
I, Lars Høyer Holmqvist, 4, 4
I, Lars Høyer Holmqvist, 5, 4
I, Lars Høyer Holmqvist, 6, 4
I, Lars Høyer Holmqvist, 7, 4
I, Lars Høyer Holmqvist, 8, 2
I, Lars Høyer Holmqvist, 9, 2
I, Lars Høyer Holmqvist, 10, 4
I, Lars Høyer Holmqvist, 11, 4
I, Lars Høyer Holmqvist, 12, 4
I, Lars Høyer Holmqvist, 13, 4
I, Lars Høyer Holmqvist, 14, 2
I, Lars Høyer Holmqvist, 15, 4
I, Lars Høyer Holmqvist, 16, 2
I, Lars Høyer Holmqvist, 17, 3
I, Lars Høyer Holmqvist, 18, 2
I, Lars Høyer Holmqvist, 19, 4
I, Lars Høyer Holmqvist, 20, 1
I, Lars Høyer Holmqvist, 21, 4
I, Lars Høyer Holmqvist, 22, 1
I, Lars Høyer Holmqvist, 23, 1
I, Lars Høyer Holmqvist, 24, 1
I, Lars Høyer Holmqvist, 25, 2
I, Louise Siv Ebbesen, 1, 4
I, Louise Siv Ebbesen, 2, 2
I, Louise Siv Ebbesen, 3, 3
I, Louise Siv Ebbesen, 4, 4
I, Louise Siv Ebbesen, 5, 4
I, Louise Siv Ebbesen, 6, 4
I, Louise Siv Ebbesen, 7, 4
I, Louise Siv Ebbesen, 8, 1
I, Louise Siv Ebbesen, 9, 2
I, Louise Siv Ebbesen, 10, 4
I, Louise Siv Ebbesen, 11, 4
I, Louise Siv Ebbesen, 12, 4
I, Louise Siv Ebbesen, 13, 4
I, Louise Siv Ebbesen, 14, 2
I, Louise Siv Ebbesen, 15, 3
I, Louise Siv Ebbesen, 16, 1
I, Louise Siv Ebbesen, 17, 2
I, Louise Siv Ebbesen, 18, 2
I, Louise Siv Ebbesen, 19, 4
I, Louise Siv Ebbesen, 20, 1
I, Louise Siv Ebbesen, 21, 4
I, Louise Siv Ebbesen, 22, 2
I, Louise Siv Ebbesen, 23, 1
I, Louise Siv Ebbesen, 24, 2
I, Louise Siv Ebbesen, 25, 1
I, Chelle Lilly, 1, 4
I, Chelle Lilly, 2, 1
I, Chelle Lilly, 3, 3
I, Chelle Lilly, 4, 4
I, Chelle Lilly, 5, 4
I, Chelle Lilly, 6, 4
I, Chelle Lilly, 7, 4
I, Chelle Lilly, 8, 1
I, Chelle Lilly, 9, 1
I, Chelle Lilly, 10, 4
I, Chelle Lilly, 11, 4
I, Chelle Lilly, 12, 4
I, Chelle Lilly, 13, 4
I, Chelle Lilly, 14, 1
I, Chelle Lilly, 15, 4
I, Chelle Lilly, 16, 1
I, Chelle Lilly, 17, 3
I, Chelle Lilly, 18, 2
I, Chelle Lilly, 19, 4
I, Chelle Lilly, 20, 1
I, Chelle Lilly, 21, 4
I, Chelle Lilly, 22, 3
I, Chelle Lilly, 23, 1
I, Chelle Lilly, 24, 1
I, Chelle Lilly, 25, 2
M, Stine Bosse, 1, 4
M, Stine Bosse, 2, 1
M, Stine Bosse, 3, 4
M, Stine Bosse, 4, 4
M, Stine Bosse, 5, 4
M, Stine Bosse, 6, 2
M, Stine Bosse, 7, 3
M, Stine Bosse, 8, 4
M, Stine Bosse, 9, 1
M, Stine Bosse, 10, 3
M, Stine Bosse, 11, 4
M, Stine Bosse, 12, 4
M, Stine Bosse, 13, 4
M, Stine Bosse, 14, 1
M, Stine Bosse, 15, 2
M, Stine Bosse, 16, 3
M, Stine Bosse, 17, 4
M, Stine Bosse, 18, 2
M, Stine Bosse, 19, 4
M, Stine Bosse, 20, 4
M, Stine Bosse, 21, 4
M, Stine Bosse, 22, 2
M, Stine Bosse, 23, 3
M, Stine Bosse, 24, 2
M, Stine Bosse, 25, 3
M, Bergur Løkke Rasmussen, 1, 4
M, Bergur Løkke Rasmussen, 2, 1
M, Bergur Løkke Rasmussen, 3, 4
M, Bergur Løkke Rasmussen, 4, 4
M, Bergur Løkke Rasmussen, 5, 4
M, Bergur Løkke Rasmussen, 6, 2
M, Bergur Løkke Rasmussen, 7, 4
M, Bergur Løkke Rasmussen, 8, 4
M, Bergur Løkke Rasmussen, 9, 1
M, Bergur Løkke Rasmussen, 10, 3
M, Bergur Løkke Rasmussen, 11, 4
M, Bergur Løkke Rasmussen, 12, 4
M, Bergur Løkke Rasmussen, 13, 4
M, Bergur Løkke Rasmussen, 14, 1
M, Bergur Løkke Rasmussen, 15, 2
M, Bergur Løkke Rasmussen, 16, 3
M, Bergur Løkke Rasmussen, 17, 4
M, Bergur Løkke Rasmussen, 18, 2
M, Bergur Løkke Rasmussen, 19, 4
M, Bergur Løkke Rasmussen, 20, 4
M, Bergur Løkke Rasmussen, 21, 4
M, Bergur Løkke Rasmussen, 22, 2
M, Bergur Løkke Rasmussen, 23, 3
M, Bergur Løkke Rasmussen, 24, 2
M, Bergur Løkke Rasmussen, 25, 3
M, Laurs Nørlund, 1, 4
M, Laurs Nørlund, 2, 1
M, Laurs Nørlund, 3, 4
M, Laurs Nørlund, 4, 4
M, Laurs Nørlund, 5, 4
M, Laurs Nørlund, 6, 2
M, Laurs Nørlund, 7, 3
M, Laurs Nørlund, 8, 4
M, Laurs Nørlund, 9, 1
M, Laurs Nørlund, 10, 3
M, Laurs Nørlund, 11, 4
M, Laurs Nørlund, 12, 4
M, Laurs Nørlund, 13, 3
M, Laurs Nørlund, 14, 1
M, Laurs Nørlund, 15, 2
M, Laurs Nørlund, 16, 2
M, Laurs Nørlund, 17, 4
M, Laurs Nørlund, 18, 2
M, Laurs Nørlund, 19, 3
M, Laurs Nørlund, 20, 4
M, Laurs Nørlund, 21, 3
M, Laurs Nørlund, 22, 3
M, Laurs Nørlund, 23, 4
M, Laurs Nørlund, 24, 3
M, Laurs Nørlund, 25, 3
M, Barikan Solecki, 1, 4
M, Barikan Solecki, 2, 1
M, Barikan Solecki, 3, 4
M, Barikan Solecki, 4, 4
M, Barikan Solecki, 5, 4
M, Barikan Solecki, 6, 2
M, Barikan Solecki, 7, 3
M, Barikan Solecki, 8, 4
M, Barikan Solecki, 9, 1
M, Barikan Solecki, 10, 3
M, Barikan Solecki, 11, 4
M, Barikan Solecki, 12, 4
M, Barikan Solecki, 13, 3
M, Barikan Solecki, 14, 4
M, Barikan Solecki, 15, 2
M, Barikan Solecki, 16, 3
M, Barikan Solecki, 17, 4
M, Barikan Solecki, 18, 2
M, Barikan Solecki, 19, 4
M, Barikan Solecki, 20, 4
M, Barikan Solecki, 21, 4
M, Barikan Solecki, 22, 2
M, Barikan Solecki, 23, 3
M, Barikan Solecki, 24, 2
M, Barikan Solecki, 25, 4
M, Klavs A. Holm, 1, 4
M, Klavs A. Holm, 2, 1
M, Klavs A. Holm, 3, 4
M, Klavs A. Holm, 4, 4
M, Klavs A. Holm, 5, 4
M, Klavs A. Holm, 6, 1
M, Klavs A. Holm, 7, 4
M, Klavs A. Holm, 8, 4
M, Klavs A. Holm, 9, 2
M, Klavs A. Holm, 10, 4
M, Klavs A. Holm, 11, 4
M, Klavs A. Holm, 12, 4
M, Klavs A. Holm, 13, 1
M, Klavs A. Holm, 14, 2
M, Klavs A. Holm, 15, 2
M, Klavs A. Holm, 16, 3
M, Klavs A. Holm, 17, 3
M, Klavs A. Holm, 18, 3
M, Klavs A. Holm, 19, 3
M, Klavs A. Holm, 20, 2
M, Klavs A. Holm, 21, 3
M, Klavs A. Holm, 22, 4
M, Klavs A. Holm, 23, 2
M, Klavs A. Holm, 24, 2
M, Klavs A. Holm, 25, 3
M, Karin Liltorp, 1, 4
M, Karin Liltorp, 2, 1
M, Karin Liltorp, 3, 3
M, Karin Liltorp, 4, 4
M, Karin Liltorp, 5, 4
M, Karin Liltorp, 6, 2
M, Karin Liltorp, 7, 3
M, Karin Liltorp, 8, 4
M, Karin Liltorp, 9, 2
M, Karin Liltorp, 10, 3
M, Karin Liltorp, 11, 4
M, Karin Liltorp, 12, 4
M, Karin Liltorp, 13, 3
M, Karin Liltorp, 14, 1
M, Karin Liltorp, 15, 2
M, Karin Liltorp, 16, 3
M, Karin Liltorp, 17, 4
M, Karin Liltorp, 18, 2
M, Karin Liltorp, 19, 4
M, Karin Liltorp, 20, 3
M, Karin Liltorp, 21, 4
M, Karin Liltorp, 22, 3
M, Karin Liltorp, 23, 3
M, Karin Liltorp, 24, 2
M, Karin Liltorp, 25, 4
M, Frederik Lau Petersen, 1, 4
M, Frederik Lau Petersen, 2, 1
M, Frederik Lau Petersen, 3, 4
M, Frederik Lau Petersen, 4, 4
M, Frederik Lau Petersen, 5, 4
M, Frederik Lau Petersen, 6, 2
M, Frederik Lau Petersen, 7, 4
M, Frederik Lau Petersen, 8, 4
M, Frederik Lau Petersen, 9, 1
M, Frederik Lau Petersen, 10, 3
M, Frederik Lau Petersen, 11, 3
M, Frederik Lau Petersen, 12, 4
M, Frederik Lau Petersen, 13, 3
M, Frederik Lau Petersen, 14, 1
M, Frederik Lau Petersen, 15, 2
M, Frederik Lau Petersen, 16, 3
M, Frederik Lau Petersen, 17, 4
M, Frederik Lau Petersen, 18, 2
M, Frederik Lau Petersen, 19, 4
M, Frederik Lau Petersen, 20, 3
M, Frederik Lau Petersen, 21, 4
M, Frederik Lau Petersen, 22, 2
M, Frederik Lau Petersen, 23, 3
M, Frederik Lau Petersen, 24, 2
M, Frederik Lau Petersen, 25, 3
M, Abdinoor Adam Hassan, 1, 4
M, Abdinoor Adam Hassan, 2, 1
M, Abdinoor Adam Hassan, 3, 4
M, Abdinoor Adam Hassan, 4, 3
M, Abdinoor Adam Hassan, 5, 3
M, Abdinoor Adam Hassan, 6, 1
M, Abdinoor Adam Hassan, 7, 3
M, Abdinoor Adam Hassan, 8, 4
M, Abdinoor Adam Hassan, 9, 2
M, Abdinoor Adam Hassan, 10, 3
M, Abdinoor Adam Hassan, 11, 4
M, Abdinoor Adam Hassan, 12, 4
M, Abdinoor Adam Hassan, 13, 4
M, Abdinoor Adam Hassan, 14, 3
M, Abdinoor Adam Hassan, 15, 1
M, Abdinoor Adam Hassan, 16, 2
M, Abdinoor Adam Hassan, 17, 4
M, Abdinoor Adam Hassan, 18, 2
M, Abdinoor Adam Hassan, 19, 4
M, Abdinoor Adam Hassan, 20, 4
M, Abdinoor Adam Hassan, 21, 4
M, Abdinoor Adam Hassan, 22, 2
M, Abdinoor Adam Hassan, 23, 2
M, Abdinoor Adam Hassan, 24, 1
M, Abdinoor Adam Hassan, 25, 3
M, Dea Kehler, 1, 4
M, Dea Kehler, 2, 1
M, Dea Kehler, 3, 4
M, Dea Kehler, 4, 4
M, Dea Kehler, 5, 3
M, Dea Kehler, 6, 2
M, Dea Kehler, 7, 4
M, Dea Kehler, 8, 4
M, Dea Kehler, 9, 2
M, Dea Kehler, 10, 3
M, Dea Kehler, 11, 4
M, Dea Kehler, 12, 3
M, Dea Kehler, 13, 3
M, Dea Kehler, 14, 3
M, Dea Kehler, 15, 2
M, Dea Kehler, 16, 4
M, Dea Kehler, 17, 4
M, Dea Kehler, 18, 2
M, Dea Kehler, 19, 3
M, Dea Kehler, 20, 4
M, Dea Kehler, 21, 4
M, Dea Kehler, 22, 1
M, Dea Kehler, 23, 3
M, Dea Kehler, 24, 3
M, Dea Kehler, 25, 3
M, Lars Barfoed, 1, 4
M, Lars Barfoed, 2, 1
M, Lars Barfoed, 3, 3
M, Lars Barfoed, 4, 4
M, Lars Barfoed, 5, 3
M, Lars Barfoed, 6, 2
M, Lars Barfoed, 7, 3
M, Lars Barfoed, 8, 4
M, Lars Barfoed, 9, 1
M, Lars Barfoed, 10, 3
M, Lars Barfoed, 11, 4
M, Lars Barfoed, 12, 4
M, Lars Barfoed, 13, 3
M, Lars Barfoed, 14, 1
M, Lars Barfoed, 15, 2
M, Lars Barfoed, 16, 3
