Kandidat, Spørgsmål, Svar
Emil Njor, 16, 4
Emil Njor, 17, 4
Emil Njor, 18, 2
Emil Njor, 19, 3
Emil Njor, 20, 4
Emil Njor, 21, 4
Emil Njor, 22, 4
Emil Njor, 23, 3
Emil Njor, 24, 2
Emil Njor, 25, 4
Elias Julius Binggeli, 1, 4
Elias Julius Binggeli, 2, 1
Elias Julius Binggeli, 3, 3
Elias Julius Binggeli, 4, 4
Elias Julius Binggeli, 5, 4
Elias Julius Binggeli, 6, 3
Elias Julius Binggeli, 7, 2
Elias Julius Binggeli, 8, 4
Elias Julius Binggeli, 9, 1
Elias Julius Binggeli, 10, 2
Elias Julius Binggeli, 11, 3
Elias Julius Binggeli, 12, 4
Elias Julius Binggeli, 13, 3
Elias Julius Binggeli, 14, 1
Elias Julius Binggeli, 15, 3
Elias Julius Binggeli, 16, 4
Elias Julius Binggeli, 17, 4
Elias Julius Binggeli, 18, 1
Elias Julius Binggeli, 19, 3
Elias Julius Binggeli, 20, 4
Elias Julius Binggeli, 21, 4
Elias Julius Binggeli, 22, 4
Elias Julius Binggeli, 23, 3
Elias Julius Binggeli, 24, 3
Elias Julius Binggeli, 25, 4
Kim Elmose, 1, 4
Kim Elmose, 2, 1
Kim Elmose, 3, 3
Kim Elmose, 4, 4
Kim Elmose, 5, 4
Kim Elmose, 6, 3
Kim Elmose, 7, 1
Kim Elmose, 8, 4
Kim Elmose, 9, 1
Kim Elmose, 10, 2
Kim Elmose, 11, 3
Kim Elmose, 12, 4
Kim Elmose, 13, 1
Kim Elmose, 14, 1
Kim Elmose, 15, 2
Kim Elmose, 16, 4
Kim Elmose, 17, 4
Kim Elmose, 18, 1
Kim Elmose, 19, 2
Kim Elmose, 20, 4
Kim Elmose, 21, 4
Kim Elmose, 22, 4
Kim Elmose, 23, 4
Kim Elmose, 24, 3
Kim Elmose, 25, 4
Allan Søgaard-Andersen, 1, 4
Allan Søgaard-Andersen, 2, 1
Allan Søgaard-Andersen, 3, 3
Allan Søgaard-Andersen, 4, 4
Allan Søgaard-Andersen, 5, 2
Allan Søgaard-Andersen, 6, 4
Allan Søgaard-Andersen, 7, 1
Allan Søgaard-Andersen, 8, 4
Allan Søgaard-Andersen, 9, 1
Allan Søgaard-Andersen, 10, 2
Allan Søgaard-Andersen, 11, 2
Allan Søgaard-Andersen, 12, 1
Allan Søgaard-Andersen, 13, 1
Allan Søgaard-Andersen, 14, 1
Allan Søgaard-Andersen, 15, 3
Allan Søgaard-Andersen, 16, 4
Allan Søgaard-Andersen, 17, 4
Allan Søgaard-Andersen, 18, 2
Allan Søgaard-Andersen, 19, 1
Allan Søgaard-Andersen, 20, 3
Allan Søgaard-Andersen, 21, 4
Allan Søgaard-Andersen, 22, 3
Allan Søgaard-Andersen, 23, 3
Allan Søgaard-Andersen, 24, 3
Allan Søgaard-Andersen, 25, 4
Henrik Dahl, 1, 4
Henrik Dahl, 2, 2
Henrik Dahl, 3, 3
Henrik Dahl, 4, 4
Henrik Dahl, 5, 3
Henrik Dahl, 6, 4
Henrik Dahl, 7, 4
Henrik Dahl, 8, 2
Henrik Dahl, 9, 1
Henrik Dahl, 10, 4
Henrik Dahl, 11, 4
Henrik Dahl, 12, 4
Henrik Dahl, 13, 3
Henrik Dahl, 14, 1
Henrik Dahl, 15, 4
Henrik Dahl, 16, 1
Henrik Dahl, 17, 3
Henrik Dahl, 18, 2
Henrik Dahl, 19, 4
Henrik Dahl, 20, 1
Henrik Dahl, 21, 4
Henrik Dahl, 22, 2
Henrik Dahl, 23, 1
Henrik Dahl, 24, 2
Henrik Dahl, 25, 1
Mads Strange, 1, 4
Mads Strange, 2, 1
Mads Strange, 3, 3
Mads Strange, 4, 4
Mads Strange, 5, 3
Mads Strange, 6, 3
Mads Strange, 7, 4
Mads Strange, 8, 2
Mads Strange, 9, 1
Mads Strange, 10, 3
Mads Strange, 11, 3
Mads Strange, 12, 4
Mads Strange, 13, 3
Mads Strange, 14, 2
Mads Strange, 15, 4
Mads Strange, 16, 2
Mads Strange, 17, 2
Mads Strange, 18, 2
Mads Strange, 19, 4
Mads Strange, 20, 1
Mads Strange, 21, 4
Mads Strange, 22, 3
Mads Strange, 23, 1
Mads Strange, 24, 2
Mads Strange, 25, 2
Thorbjørn Jacobsen, 1, 4
Thorbjørn Jacobsen, 2, 1
Thorbjørn Jacobsen, 3, 3
Thorbjørn Jacobsen, 4, 4
Thorbjørn Jacobsen, 5, 4
Thorbjørn Jacobsen, 6, 3
Thorbjørn Jacobsen, 7, 4
Thorbjørn Jacobsen, 8, 1
Thorbjørn Jacobsen, 9, 2
Thorbjørn Jacobsen, 10, 3
Thorbjørn Jacobsen, 11, 3
Thorbjørn Jacobsen, 12, 4
Thorbjørn Jacobsen, 13, 3
Thorbjørn Jacobsen, 14, 1
Thorbjørn Jacobsen, 15, 3
Thorbjørn Jacobsen, 16, 2
Thorbjørn Jacobsen, 17, 3
Thorbjørn Jacobsen, 18, 2
Thorbjørn Jacobsen, 19, 4
Thorbjørn Jacobsen, 20, 1
Thorbjørn Jacobsen, 21, 4
Thorbjørn Jacobsen, 22, 3
Thorbjørn Jacobsen, 23, 1
Thorbjørn Jacobsen, 24, 2
Thorbjørn Jacobsen, 25, 2
Carsten Normann, 1, 4
Carsten Normann, 2, 1
Carsten Normann, 3, 3
Carsten Normann, 4, 4
Carsten Normann, 5, 4
Carsten Normann, 6, 4
Carsten Normann, 7, 4
Carsten Normann, 8, 2
Carsten Normann, 9, 2
Carsten Normann, 10, 3
Carsten Normann, 11, 4
Carsten Normann, 12, 4
Carsten Normann, 13, 3
Carsten Normann, 14, 2
Carsten Normann, 15, 4
Carsten Normann, 16, 1
Carsten Normann, 17, 3
Carsten Normann, 18, 2
Carsten Normann, 19, 4
Carsten Normann, 20, 1
Carsten Normann, 21, 4
Carsten Normann, 22, 3
Carsten Normann, 23, 1
Carsten Normann, 24, 2
Carsten Normann, 25, 3
Helle Jensen, 1, 4
Helle Jensen, 2, 1
Helle Jensen, 3, 3
Helle Jensen, 4, 4
Helle Jensen, 5, 4
Helle Jensen, 6, 4
Helle Jensen, 7, 4
Helle Jensen, 8, 1
Helle Jensen, 9, 1
Helle Jensen, 10, 4
Helle Jensen, 11, 4
Helle Jensen, 12, 4
Helle Jensen, 13, 3
Helle Jensen, 14, 1
Helle Jensen, 15, 4
Helle Jensen, 16, 1
Helle Jensen, 17, 3
Helle Jensen, 18, 2
Helle Jensen, 19, 4
Helle Jensen, 20, 1
Helle Jensen, 21, 4
Helle Jensen, 22, 3
Helle Jensen, 23, 1
Helle Jensen, 24, 1
Helle Jensen, 25, 2
Martin Sibast Laugesen, 1, 4
Martin Sibast Laugesen, 2, 1
Martin Sibast Laugesen, 3, 3
Martin Sibast Laugesen, 4, 4
Martin Sibast Laugesen, 5, 3
Martin Sibast Laugesen, 6, 4
Martin Sibast Laugesen, 7, 4
Martin Sibast Laugesen, 8, 2
Martin Sibast Laugesen, 9, 2
Martin Sibast Laugesen, 10, 4
Martin Sibast Laugesen, 11, 2
Martin Sibast Laugesen, 12, 4
Martin Sibast Laugesen, 13, 3
Martin Sibast Laugesen, 14, 1
Martin Sibast Laugesen, 15, 3
Martin Sibast Laugesen, 16, 1
Martin Sibast Laugesen, 17, 3
Martin Sibast Laugesen, 18, 4
Martin Sibast Laugesen, 19, 4
Martin Sibast Laugesen, 20, 1
Martin Sibast Laugesen, 21, 4
Martin Sibast Laugesen, 22, 2
Martin Sibast Laugesen, 23, 1
Martin Sibast Laugesen, 24, 2
Martin Sibast Laugesen, 25, 1
Thomas Vesth, 1, 3
Thomas Vesth, 3, 1
Thomas Vesth, 4, 4
Thomas Vesth, 5, 3
Thomas Vesth, 6, 3
Thomas Vesth, 7, 4
Thomas Vesth, 8, 2
Thomas Vesth, 9, 2
Thomas Vesth, 10, 3
Thomas Vesth, 11, 2
Thomas Vesth, 12, 3
Thomas Vesth, 13, 3
Thomas Vesth, 14, 2
Thomas Vesth, 15, 3
Thomas Vesth, 16, 2
Thomas Vesth, 17, 3
Thomas Vesth, 18, 2
Thomas Vesth, 19, 3
Thomas Vesth, 20, 1
Thomas Vesth, 21, 3
Thomas Vesth, 22, 2
Thomas Vesth, 23, 1
Thomas Vesth, 24, 2
Thomas Vesth, 25, 2
Nikolaj Steffenauer, 1, 4
Nikolaj Steffenauer, 2, 1
Nikolaj Steffenauer, 3, 3
Nikolaj Steffenauer, 4, 4
Nikolaj Steffenauer, 5, 3
Nikolaj Steffenauer, 6, 4
Nikolaj Steffenauer, 7, 4
Nikolaj Steffenauer, 8, 1
Nikolaj Steffenauer, 9, 2
Nikolaj Steffenauer, 10, 3
Nikolaj Steffenauer, 11, 4
Nikolaj Steffenauer, 12, 4
Nikolaj Steffenauer, 13, 4
Nikolaj Steffenauer, 14, 1
Nikolaj Steffenauer, 15, 3
Nikolaj Steffenauer, 16, 1
Nikolaj Steffenauer, 17, 3
Nikolaj Steffenauer, 18, 3
Nikolaj Steffenauer, 19, 4
Nikolaj Steffenauer, 20, 1
Nikolaj Steffenauer, 21, 4
Nikolaj Steffenauer, 22, 3
Nikolaj Steffenauer, 23, 1
Nikolaj Steffenauer, 24, 1
Nikolaj Steffenauer, 25, 2
Danny Malkowski, 1, 4
Danny Malkowski, 2, 1
Danny Malkowski, 3, 3
Danny Malkowski, 4, 4
Danny Malkowski, 5, 4
Danny Malkowski, 6, 3
Danny Malkowski, 7, 4
Danny Malkowski, 8, 1
Danny Malkowski, 9, 1
Danny Malkowski, 10, 4
Danny Malkowski, 11, 4
Danny Malkowski, 12, 4
Danny Malkowski, 13, 4
Danny Malkowski, 14, 1
Danny Malkowski, 15, 4
Danny Malkowski, 16, 1
Danny Malkowski, 17, 3
Danny Malkowski, 18, 2
Danny Malkowski, 19, 4
Danny Malkowski, 20, 1
Danny Malkowski, 21, 4
Danny Malkowski, 22, 3
Danny Malkowski, 23, 1
Danny Malkowski, 24, 2
Danny Malkowski, 25, 2
Lars Høyer Holmqvist, 1, 4
Lars Høyer Holmqvist, 2, 1
Lars Høyer Holmqvist, 3, 3
Lars Høyer Holmqvist, 4, 4
Lars Høyer Holmqvist, 5, 4
Lars Høyer Holmqvist, 6, 4
Lars Høyer Holmqvist, 7, 4
Lars Høyer Holmqvist, 8, 2
Lars Høyer Holmqvist, 9, 2
Lars Høyer Holmqvist, 10, 4
Lars Høyer Holmqvist, 11, 4
Lars Høyer Holmqvist, 12, 4
Lars Høyer Holmqvist, 13, 4
Lars Høyer Holmqvist, 14, 2
Lars Høyer Holmqvist, 15, 4
Lars Høyer Holmqvist, 16, 2
Lars Høyer Holmqvist, 17, 3
Lars Høyer Holmqvist, 18, 2
Lars Høyer Holmqvist, 19, 4
Lars Høyer Holmqvist, 20, 1
Lars Høyer Holmqvist, 21, 4
Lars Høyer Holmqvist, 22, 1
Lars Høyer Holmqvist, 23, 1
Lars Høyer Holmqvist, 24, 1
Lars Høyer Holmqvist, 25, 2
Louise Siv Ebbesen, 1, 4
Louise Siv Ebbesen, 2, 2
Louise Siv Ebbesen, 3, 3
Louise Siv Ebbesen, 4, 4
Louise Siv Ebbesen, 5, 4
Louise Siv Ebbesen, 6, 4
Louise Siv Ebbesen, 7, 4
Louise Siv Ebbesen, 8, 1
Louise Siv Ebbesen, 9, 2
Louise Siv Ebbesen, 10, 4
Louise Siv Ebbesen, 11, 4
Louise Siv Ebbesen, 12, 4
Louise Siv Ebbesen, 13, 4
Louise Siv Ebbesen, 14, 2
Louise Siv Ebbesen, 15, 3
Louise Siv Ebbesen, 16, 1
Louise Siv Ebbesen, 17, 2
Louise Siv Ebbesen, 18, 2
Louise Siv Ebbesen, 19, 4
Louise Siv Ebbesen, 20, 1
Louise Siv Ebbesen, 21, 4
Louise Siv Ebbesen, 22, 2
Louise Siv Ebbesen, 23, 1
Louise Siv Ebbesen, 24, 2
Louise Siv Ebbesen, 25, 1
Chelle Lilly, 1, 4
Chelle Lilly, 2, 1
Chelle Lilly, 3, 3
Chelle Lilly, 4, 4
Chelle Lilly, 5, 4
Chelle Lilly, 6, 4
Chelle Lilly, 7, 4
Chelle Lilly, 8, 1
Chelle Lilly, 9, 1
Chelle Lilly, 10, 4
Chelle Lilly, 11, 4
Chelle Lilly, 12, 4
Chelle Lilly, 13, 4
Chelle Lilly, 14, 1
Chelle Lilly, 15, 4
Chelle Lilly, 16, 1
Chelle Lilly, 17, 3
Chelle Lilly, 18, 2
Chelle Lilly, 19, 4
Chelle Lilly, 20, 1
Chelle Lilly, 21, 4
Chelle Lilly, 22, 3
Chelle Lilly, 23, 1
Chelle Lilly, 24, 1
Chelle Lilly, 25, 2
Stine Bosse, 1, 4
Stine Bosse, 2, 1
Stine Bosse, 3, 4
Stine Bosse, 4, 4
Stine Bosse, 5, 4
Stine Bosse, 6, 2
Stine Bosse, 7, 3
Stine Bosse, 8, 4
Stine Bosse, 9, 1
Stine Bosse, 10, 3
Stine Bosse, 11, 4
Stine Bosse, 12, 4
Stine Bosse, 13, 4
Stine Bosse, 14, 1
Stine Bosse, 15, 2
Stine Bosse, 16, 3
Stine Bosse, 17, 4
Stine Bosse, 18, 2
Stine Bosse, 19, 4
Stine Bosse, 20, 4
Stine Bosse, 21, 4
Stine Bosse, 22, 2
Stine Bosse, 23, 3
Stine Bosse, 24, 2
Stine Bosse, 25, 3
Bergur Løkke Rasmussen, 1, 4
Bergur Løkke Rasmussen, 2, 1
Bergur Løkke Rasmussen, 3, 4
Bergur Løkke Rasmussen, 4, 4
Bergur Løkke Rasmussen, 5, 4
Bergur Løkke Rasmussen, 6, 2
Bergur Løkke Rasmussen, 7, 4
Bergur Løkke Rasmussen, 8, 4
Bergur Løkke Rasmussen, 9, 1
Bergur Løkke Rasmussen, 10, 3
Bergur Løkke Rasmussen, 11, 4
Bergur Løkke Rasmussen, 12, 4
Bergur Løkke Rasmussen, 13, 4
Bergur Løkke Rasmussen, 14, 1
Bergur Løkke Rasmussen, 15, 2
Bergur Løkke Rasmussen, 16, 3
Bergur Løkke Rasmussen, 17, 4
Bergur Løkke Rasmussen, 18, 2
Bergur Løkke Rasmussen, 19, 4
Bergur Løkke Rasmussen, 20, 4
Bergur Løkke Rasmussen, 21, 4
Bergur Løkke Rasmussen, 22, 2
Bergur Løkke Rasmussen, 23, 3
Bergur Løkke Rasmussen, 24, 2
Bergur Løkke Rasmussen, 25, 3
Tobias Marney, 1, 4
Tobias Marney, 2, 1
Tobias Marney, 3, 3
Tobias Marney, 4, 4
Tobias Marney, 5, 4
Tobias Marney, 6, 3
Tobias Marney, 7, 3
Tobias Marney, 8, 3
Tobias Marney, 9, 1
Tobias Marney, 10, 3
Tobias Marney, 11, 4
Tobias Marney, 12, 4
Tobias Marney, 13, 3
Tobias Marney, 14, 2
Tobias Marney, 15, 2
Tobias Marney, 16, 3
Tobias Marney, 17, 4
Tobias Marney, 19, 4
Tobias Marney, 20, 4
Tobias Marney, 21, 4
Tobias Marney, 22, 3
Tobias Marney, 23, 3
Tobias Marney, 24, 3
Tobias Marney, 25, 3
Laurs Nørlund, 1, 4
Laurs Nørlund, 2, 1
Laurs Nørlund, 3, 4
Laurs Nørlund, 4, 4
Laurs Nørlund, 5, 4
Laurs Nørlund, 6, 2
Laurs Nørlund, 7, 3
Laurs Nørlund, 8, 4
Laurs Nørlund, 9, 1
Laurs Nørlund, 10, 3
Laurs Nørlund, 11, 4
Laurs Nørlund, 12, 4
Laurs Nørlund, 13, 3
Laurs Nørlund, 14, 1
Laurs Nørlund, 15, 2
Laurs Nørlund, 16, 2
Laurs Nørlund, 17, 4
Laurs Nørlund, 18, 2
Laurs Nørlund, 19, 3
Laurs Nørlund, 20, 4
Laurs Nørlund, 21, 3
Laurs Nørlund, 22, 3
Laurs Nørlund, 23, 4
Laurs Nørlund, 24, 3
Laurs Nørlund, 25, 3
Barikan Solecki, 1, 4
Barikan Solecki, 2, 1
Barikan Solecki, 3, 4
Barikan Solecki, 4, 4
Barikan Solecki, 5, 4
Barikan Solecki, 6, 2
Barikan Solecki, 7, 3
Barikan Solecki, 8, 4
Barikan Solecki, 9, 1
Barikan Solecki, 10, 3
Barikan Solecki, 11, 4
Barikan Solecki, 12, 4
Barikan Solecki, 13, 3
Barikan Solecki, 14, 4
Barikan Solecki, 15, 2
Barikan Solecki, 16, 3
Barikan Solecki, 17, 4
Barikan Solecki, 18, 2
Barikan Solecki, 19, 4
Barikan Solecki, 20, 4
Barikan Solecki, 21, 4
Barikan Solecki, 22, 2
Barikan Solecki, 23, 3
Barikan Solecki, 24, 2
Barikan Solecki, 25, 4
Klavs A. Holm, 1, 4
Klavs A. Holm, 2, 1
Klavs A. Holm, 3, 4
Klavs A. Holm, 4, 4
Klavs A. Holm, 5, 4
Klavs A. Holm, 6, 1
Klavs A. Holm, 7, 4
Klavs A. Holm, 8, 4
Klavs A. Holm, 9, 2
Klavs A. Holm, 10, 4
Klavs A. Holm, 11, 4
Klavs A. Holm, 12, 4
Klavs A. Holm, 13, 1
Klavs A. Holm, 14, 2
Klavs A. Holm, 15, 2
Klavs A. Holm, 16, 3
Klavs A. Holm, 17, 3
Klavs A. Holm, 18, 3
Klavs A. Holm, 19, 3
Klavs A. Holm, 20, 2
Klavs A. Holm, 21, 3
Klavs A. Holm, 22, 4
Klavs A. Holm, 23, 2
Klavs A. Holm, 24, 2
Klavs A. Holm, 25, 3
Karin Liltorp, 1, 4
Karin Liltorp, 2, 1
Karin Liltorp, 3, 3
Karin Liltorp, 4, 4
Karin Liltorp, 5, 4
Karin Liltorp, 6, 2
Karin Liltorp, 7, 3
Karin Liltorp, 8, 4
Karin Liltorp, 9, 2
Karin Liltorp, 10, 3
Karin Liltorp, 11, 4
Karin Liltorp, 12, 4
Karin Liltorp, 13, 3
Karin Liltorp, 14, 1
Karin Liltorp, 15, 2
Karin Liltorp, 16, 3
Karin Liltorp, 17, 4
Karin Liltorp, 18, 2
Karin Liltorp, 19, 4
Karin Liltorp, 20, 3
Karin Liltorp, 21, 4
Karin Liltorp, 22, 3
Karin Liltorp, 23, 3
Karin Liltorp, 24, 2
Karin Liltorp, 25, 4
Frederik Lau Petersen, 1, 4
Frederik Lau Petersen, 2, 1
Frederik Lau Petersen, 3, 4
Frederik Lau Petersen, 4, 4
Frederik Lau Petersen, 5, 4
Frederik Lau Petersen, 6, 2
Frederik Lau Petersen, 7, 4
Frederik Lau Petersen, 8, 4
Frederik Lau Petersen, 9, 1
Frederik Lau Petersen, 10, 3
Frederik Lau Petersen, 11, 3
Frederik Lau Petersen, 12, 4
Frederik Lau Petersen, 13, 3
Frederik Lau Petersen, 14, 1
Frederik Lau Petersen, 15, 2
Frederik Lau Petersen, 16, 3
Frederik Lau Petersen, 17, 4
Frederik Lau Petersen, 18, 2
Frederik Lau Petersen, 19, 4
Frederik Lau Petersen, 20, 3
Frederik Lau Petersen, 21, 4
Frederik Lau Petersen, 22, 2
Frederik Lau Petersen, 23, 3
Frederik Lau Petersen, 24, 2
Frederik Lau Petersen, 25, 3
Abdinoor Adam Hassan, 1, 4
Abdinoor Adam Hassan, 2, 1
Abdinoor Adam Hassan, 3, 4
Abdinoor Adam Hassan, 4, 3
Abdinoor Adam Hassan, 5, 3
Abdinoor Adam Hassan, 6, 1
Abdinoor Adam Hassan, 7, 3
Abdinoor Adam Hassan, 8, 4
Abdinoor Adam Hassan, 9, 2
Abdinoor Adam Hassan, 10, 3
Abdinoor Adam Hassan, 11, 4
Abdinoor Adam Hassan, 12, 4
Abdinoor Adam Hassan, 13, 4
Abdinoor Adam Hassan, 14, 3
Abdinoor Adam Hassan, 15, 1
Abdinoor Adam Hassan, 16, 2
Abdinoor Adam Hassan, 17, 4
Abdinoor Adam Hassan, 18, 2
Abdinoor Adam Hassan, 19, 4
Abdinoor Adam Hassan, 20, 4
Abdinoor Adam Hassan, 21, 4
Abdinoor Adam Hassan, 22, 2
Abdinoor Adam Hassan, 23, 2
Abdinoor Adam Hassan, 24, 1
Abdinoor Adam Hassan, 25, 3
Dea Kehler, 1, 4
Dea Kehler, 2, 1
Dea Kehler, 3, 4
Dea Kehler, 4, 4
Dea Kehler, 5, 3
Dea Kehler, 6, 2
Dea Kehler, 7, 4
Dea Kehler, 8, 4
Dea Kehler, 9, 2
Dea Kehler, 10, 3
Dea Kehler, 11, 4
Dea Kehler, 12, 3
Dea Kehler, 13, 3
Dea Kehler, 14, 3
Dea Kehler, 15, 2
Dea Kehler, 16, 4
Dea Kehler, 17, 4
Dea Kehler, 18, 2
Dea Kehler, 19, 3
Dea Kehler, 20, 4
Dea Kehler, 21, 4
Dea Kehler, 22, 1
Dea Kehler, 23, 3
Dea Kehler, 24, 3
Dea Kehler, 25, 3
Lars Barfoed, 1, 4
Lars Barfoed, 2, 1
Lars Barfoed, 3, 3
Lars Barfoed, 4, 4
Lars Barfoed, 5, 3
Lars Barfoed, 6, 2
Lars Barfoed, 7, 3
Lars Barfoed, 8, 4
Lars Barfoed, 9, 1
Lars Barfoed, 10, 3
Lars Barfoed, 11, 4
Lars Barfoed, 12, 4
Lars Barfoed, 13, 3
Lars Barfoed, 14, 1
Lars Barfoed, 15, 2
Lars Barfoed, 16, 3
Lars Barfoed, 17, 4
Lars Barfoed, 18, 4
Lars Barfoed, 19, 4
Lars Barfoed, 20, 3
Lars Barfoed, 21, 4
Lars Barfoed, 22, 1
Lars Barfoed, 23, 2
Lars Barfoed, 24, 2
Lars Barfoed, 25, 3
Anders Vistisen, 1, 2
Anders Vistisen, 2, 4
Anders Vistisen, 3, 3
Anders Vistisen, 4, 2
Anders Vistisen, 5, 2
Anders Vistisen, 6, 3
Anders Vistisen, 7, 3
Anders Vistisen, 8, 2
Anders Vistisen, 9, 3
Anders Vistisen, 10, 4
Anders Vistisen, 11, 2
Anders Vistisen, 12, 3
Anders Vistisen, 13, 4
Anders Vistisen, 14, 3
Anders Vistisen, 15, 4
Anders Vistisen, 16, 2
Anders Vistisen, 17, 2
Anders Vistisen, 18, 3
Anders Vistisen, 19, 4
Anders Vistisen, 20, 1
Anders Vistisen, 21, 3
Anders Vistisen, 22, 2
Anders Vistisen, 23, 1
Anders Vistisen, 24, 3
Anders Vistisen, 25, 1
Majbritt Birkholm, 1, 2
Majbritt Birkholm, 2, 4
Majbritt Birkholm, 3, 2
Majbritt Birkholm, 4, 2
Majbritt Birkholm, 5, 2
Majbritt Birkholm, 6, 3
Majbritt Birkholm, 7, 4
Majbritt Birkholm, 8, 2
Majbritt Birkholm, 9, 3
Majbritt Birkholm, 10, 4
Majbritt Birkholm, 11, 1
Majbritt Birkholm, 12, 2
Majbritt Birkholm, 13, 4
Majbritt Birkholm, 14, 3
Majbritt Birkholm, 15, 4
Majbritt Birkholm, 16, 2
Majbritt Birkholm, 17, 3
Majbritt Birkholm, 18, 3
Majbritt Birkholm, 19, 3
Majbritt Birkholm, 20, 1
Majbritt Birkholm, 21, 3
Majbritt Birkholm, 22, 1
Majbritt Birkholm, 23, 1
Majbritt Birkholm, 24, 3
Majbritt Birkholm, 25, 1
Tobias Weische, 1, 2
Tobias Weische, 2, 4
Tobias Weische, 3, 2
Tobias Weische, 4, 2
Tobias Weische, 5, 2
Tobias Weische, 6, 3
Tobias Weische, 7, 4
Tobias Weische, 8, 3
Tobias Weische, 9, 3
Tobias Weische, 10, 4
Tobias Weische, 11, 1
Tobias Weische, 12, 3
Tobias Weische, 13, 4
Tobias Weische, 14, 4
Tobias Weische, 15, 4
Tobias Weische, 16, 2
Tobias Weische, 17, 2
Tobias Weische, 18, 3
Tobias Weische, 19, 2
Tobias Weische, 20, 1
Tobias Weische, 21, 3
Tobias Weische, 22, 2
Tobias Weische, 23, 1
Tobias Weische, 24, 3
Tobias Weische, 25, 1
Hans Blaaberg, 1, 1
Hans Blaaberg, 2, 4
Hans Blaaberg, 3, 1
Hans Blaaberg, 4, 1
Hans Blaaberg, 5, 1
Hans Blaaberg, 6, 2
Hans Blaaberg, 7, 3
Hans Blaaberg, 8, 3
Hans Blaaberg, 9, 3
Hans Blaaberg, 10, 4
Hans Blaaberg, 11, 1
Hans Blaaberg, 12, 3
Hans Blaaberg, 13, 4
Hans Blaaberg, 14, 4
Hans Blaaberg, 15, 4
Hans Blaaberg, 16, 2
Hans Blaaberg, 17, 2
Hans Blaaberg, 18, 3
Hans Blaaberg, 19, 4
Hans Blaaberg, 20, 1
Hans Blaaberg, 21, 4
Hans Blaaberg, 22, 1
Hans Blaaberg, 23, 1
Hans Blaaberg, 24, 4
Hans Blaaberg, 25, 1
Finn Rudaizky, 1, 2
Finn Rudaizky, 2, 4
Finn Rudaizky, 3, 2
Finn Rudaizky, 4, 2
Finn Rudaizky, 5, 1
Finn Rudaizky, 6, 3
Finn Rudaizky, 7, 4
Finn Rudaizky, 8, 3
Finn Rudaizky, 9, 2
Finn Rudaizky, 10, 4
Finn Rudaizky, 11, 2
Finn Rudaizky, 12, 3
Finn Rudaizky, 13, 3
Finn Rudaizky, 14, 4
Finn Rudaizky, 15, 4
Finn Rudaizky, 16, 2
Finn Rudaizky, 17, 2
Finn Rudaizky, 18, 3
Finn Rudaizky, 19, 3
Finn Rudaizky, 20, 1
Finn Rudaizky, 21, 3
Finn Rudaizky, 22, 2
Finn Rudaizky, 23, 1
Finn Rudaizky, 24, 3
Finn Rudaizky, 25, 1
Sune Nørgaard, 1, 1
Sune Nørgaard, 2, 4
Sune Nørgaard, 3, 2
Sune Nørgaard, 4, 1
Sune Nørgaard, 5, 1
Sune Nørgaard, 6, 3
Sune Nørgaard, 7, 3
Sune Nørgaard, 8, 3
Sune Nørgaard, 9, 3
Sune Nørgaard, 10, 4
Sune Nørgaard, 11, 1
Sune Nørgaard, 12, 3
Sune Nørgaard, 13, 4
Sune Nørgaard, 14, 4
Sune Nørgaard, 15, 4
Sune Nørgaard, 16, 2
Sune Nørgaard, 17, 1
Sune Nørgaard, 18, 4
Sune Nørgaard, 19, 4
Sune Nørgaard, 20, 1
Sune Nørgaard, 21, 4
Sune Nørgaard, 22, 1
Sune Nørgaard, 23, 1
Sune Nørgaard, 24, 4
Sune Nørgaard, 25, 1
Carsten Sørensen, 1, 1
Carsten Sørensen, 2, 4
Carsten Sørensen, 3, 4
Carsten Sørensen, 4, 2
Carsten Sørensen, 5, 2
Carsten Sørensen, 6, 2
Carsten Sørensen, 7, 3
Carsten Sørensen, 8, 2
Carsten Sørensen, 9, 3
Carsten Sørensen, 10, 4
Carsten Sørensen, 11, 1
Carsten Sørensen, 12, 3
Carsten Sørensen, 13, 4
Carsten Sørensen, 14, 3
Carsten Sørensen, 15, 4
Carsten Sørensen, 16, 1
Carsten Sørensen, 17, 2
Carsten Sørensen, 18, 3
Carsten Sørensen, 19, 3
Carsten Sørensen, 20, 1
Carsten Sørensen, 21, 2
Carsten Sørensen, 22, 1
Carsten Sørensen, 23, 1
Carsten Sørensen, 24, 3
Carsten Sørensen, 25, 1
Michael Nedersøe, 1, 2
Michael Nedersøe, 2, 3
Michael Nedersøe, 3, 3
Michael Nedersøe, 4, 2
Michael Nedersøe, 5, 2
Michael Nedersøe, 6, 3
Michael Nedersøe, 7, 3
Michael Nedersøe, 8, 2
Michael Nedersøe, 9, 3
Michael Nedersøe, 10, 4
Michael Nedersøe, 11, 2
Michael Nedersøe, 12, 3
Michael Nedersøe, 13, 4
Michael Nedersøe, 14, 4
Michael Nedersøe, 15, 4
Michael Nedersøe, 16, 2
Michael Nedersøe, 17, 2
Michael Nedersøe, 18, 3
Michael Nedersøe, 19, 4
Michael Nedersøe, 20, 2
Michael Nedersøe, 21, 2
Michael Nedersøe, 22, 2
Michael Nedersøe, 23, 2
Michael Nedersøe, 24, 2
Michael Nedersøe, 25, 1
Rune Bønnelykke, 1, 1
